locNum	locType	locName	locStartText	sublocNum	sublocName	sublocStartText	itemNum	itemName	itemStartText	response	responseTime	outcome	itemEndText	locEndText
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	1	duck.jpg	You feel soft feathers brush against your leg. It is a duck quacking at you.	1	6.056550399865955	1	It is thrilled and befriends you.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	2	barn_owl.jpg	You hear soft hooting from above. A barn owl glides down.	1	6.01805860013701	2	The owl is persistent and keeps swooping at you.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	3	rhino.jpg	You see a large gray animal. It is a rhino with something stuck on its foot.	2	3.669370299903676	1	It was bling and the rhino would have chased you down.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	4	elephant.jpg	You see a large slow moving gray object. It is a large elephant.	2	4.788716899929568	2	It would have felt wrinkly and nice.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	5	chard.jpg	You notice a bundle of colourful greenery. It is a bundle of chard with a note.	1	9.065706999972463	2	It is a note pointing out your deepest flaws, and telling you to get your hands off the chard.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	6	scooter.jpg	You see a scooter laying on the ground. You remember how you used to do cool tricks.	2	3.72527140006423	1	You would have hit your ankle really hard and would have been grumpy.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	1	eraser.jpg	You are going through your belongings and find an eraser. It wasn't there before.	2	9.357862199889496	2	It would have been a lucky eraser and you would have had luck the rest of the day.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	2	strainer.jpg	You notice the room begins to shake and things fall from up high. There is a strainer around.	2	17.51977190002799	1	You would have had alot of gunk in your hair.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	3	cheese.jpg	You are feeling very hungry and you find a brick of cheese. It looks delicious but it is alot of cheese.	2	12.04664970003068	2	You would have eaten a lot of delicious cheese and it would not have hurt your stomach.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	4	ludo.jpg	You come across some people playing a game of ludo. It looks fun.	2	3.882794700097293	2	They would have welcomed you warmly and you would have had a good time.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
