locNum	locType	locName	locStartText	sublocNum	sublocName	sublocStartText	itemNum	itemName	itemStartText	response	responseTime	outcome	itemEndText	locEndText
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	1	hummingbird.jpg	You see a flash of colour flash past. Its a little hummingbird.	1	17.39880219998304	1	The hummingbird is grateful and shows you a cool trick.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	2	raven.jpg	You hear a caw. It is a raven being attacked by a cat.	1	17.21505420003086	1	The raven is grateful and follows you around.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	3	lioness.jpg	You hear a roar in the distance. It is a lioness with a thorn in its paw.	2	8.188298199907877	2	She would have been eternally grateful and would have licked your face.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	4	cheetah.jpg	You see a flash of yellow. A cheetah darts past.	2	6.32503219996579	1	The cheetah would have gotten upset and hissed.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	5	celery.jpg	You are eating some soup and notice some celery floating. They look funky.	2	16.85030050005298	2	The soup would have tasted fine and the celery would have been good.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	1	lighthousegarden	Outside of the lighthouse is a large garden. It's a pleasant day and you decide to look around.	6	cart.jpg	You see an old style cart. It looks heavy.	2	7.158436700003222	2	You would have been surprised at your strength and would have impressed yourself.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	1	eraser.jpg	You are going through your belongings and find an eraser. It wasn't there before.	1	7.126369200064801	1	It is a lucky eraser and you have lots of luck for the rest of your journey.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	2	teapot.jpg	.	1	6.938186899991706	2	You go to brew a cup of tea but the teapot leaks all over your shoes.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	3	millefeuille.jpg	You come across a package of neatly packed desserts. It is millefeuille.	2	9.595796299981885	2	It would have been delicious and you would have eaten more than you could handle.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	4	ball.jpg	You notice a small ball.	1	5.554102599970065	1	It is fun and you have a good time.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	5	quince.jpg	You see a small yellow fruit. It is a quince, which you have never tasted.	1	7.930263699963689	2	It is not tasty and you feel nauseous.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	2	lighthouseinterior	Inside the lighthouse it is dark and quiet. It seems abandoned. Or is it?	6	asparagus.jpg	You notice some asparagus.	1	6.40275229990948	1	You eat it and it is delicious.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	3	lighthouserear	Behind the lighthouse is an old garage with dusty windows. As you enter you are greeted by the smell of old motor oil.	1	grenade.jpg	You find an old paperweight grenade. But something rattles inside.	2	5.833729200065136	2	You would have opened it to find a hidden ring inside.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	3	lighthouserear	Behind the lighthouse is an old garage with dusty windows. As you enter you are greeted by the smell of old motor oil.	2	bus.jpg	You find a large bus. Something is moving around inside.	1	9.368615000043064	1	You open it hesitantly and find a squirrel stuck inside.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	3	lighthouserear	Behind the lighthouse is an old garage with dusty windows. As you enter you are greeted by the smell of old motor oil.	3	car.jpg	You are looking for any treasure. You see a car trunk.	1	12.51991359994281	2	You find nothing of value and feel bad for breaking into someone's car.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	3	lighthouserear	Behind the lighthouse is an old garage with dusty windows. As you enter you are greeted by the smell of old motor oil.	4	tower.jpg	Someone has built a very intricate model of a castle tower.	1	33.66558140004054	2	It stinks and you immediately recoil.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	3	lighthouserear	Behind the lighthouse is an old garage with dusty windows. As you enter you are greeted by the smell of old motor oil.	5	bee.jpg	You see a small yellow fluffy creature. It is a dehydrated bee.	1	6.584980300045572	1	It is grateful and slurps it up.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
1	1	lighthouse	It is somewhat dark out, and you notice a bright light high up on a cliff. It's a lighthouse, and you decide to investigate....	3	lighthouserear	Behind the lighthouse is an old garage with dusty windows. As you enter you are greeted by the smell of old motor oil.	6	dartboard.jpg	You are feeling bored and come across a dartboard.	1	2.51006579992827	1	You hit the centre of the board many times and impress the people around you.	Leaving the lighthouse, you look back and wonder where the occupants may have gone to. Your journey continues.
2	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	1	barn_owl.jpg	barn owl	1	7.769385399995372	2	Incorrect	You wake up...
2	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	2	duck.jpg	duck	1	7.977800799999386	2	Incorrect	You wake up...
2	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	3	platypus.jpg	platypus	2	2.564029300003313	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	4	cat.jpg	cat	2	7.047189000062644	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	5	pumpkin.jpg	pumpkin	2	4.141981999971904	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	6	ship.jpg	ship	2	1.038941400009207	2	Incorrect	You wake up...
2	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	1	pen.jpg	pen	2	13.50942669995129	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	2	peeler.jpg	peeler	2	3.672103699995205	2	Incorrect	You wake up...
2	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	3	large_fritter.jpg	large fritter	2	4.878911699983291	2	Incorrect	You wake up...
2	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	4	dart.jpg	dart	1	2.889106499962509	2	Incorrect	You wake up...
2	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	5	orange.jpg	orange	2	7.190745999920182	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	6	tomato.jpg	tomato	2	11.70579159993213	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	1	revolver.jpg	revolver	2	1.813177400035784	2	Incorrect	You wake up...
2	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	2	skateboard.jpg	skateboard	1	1.971183300018311	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	3	van.jpg	van	2	1.878884000005201	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	4	factory.jpg	factory	2	2.273672799929045	1	Correct	You wake up...
2	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	5	mosquito.jpg	mosquito	2	2.323187100002542	2	Incorrect	You wake up...
2	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	6	racket.jpg	racket	1	3.55912009999156	2	Incorrect	You wake up...
3	1	beach	You hear the sound of the ocean and soon find yourself on a beautiful beach. You decide to further explore this seemingly safe paradise....	1	beachentrance	You stumble upon a beautiful beachside area lush with life. You explore this area more closely.	1	sperm_whale.jpg	You see a large gray animal swimming in the deep water. It is a sperm whale.	1	5.361132899997756	1	It notices you watching and puts on an elegant show for you.	You are satisfied with your stay on the beach, and decide to continue your journey elsewhere.
3	1	beach	You hear the sound of the ocean and soon find yourself on a beautiful beach. You decide to further explore this seemingly safe paradise....	1	beachentrance	You stumble upon a beautiful beachside area lush with life. You explore this area more closely.	2	zebra.jpg	You see an animal galloping. It is a young Zebra.	2	8.461079600034282	2	He would have let you pet him and become friends.	You are satisfied with your stay on the beach, and decide to continue your journey elsewhere.
3	1	beach	You hear the sound of the ocean and soon find yourself on a beautiful beach. You decide to further explore this seemingly safe paradise....	1	beachentrance	You stumble upon a beautiful beachside area lush with life. You explore this area more closely.	3	hen.jpg	You hear a soft clucking. It is a roosting hen sitting on something shiny.	1	8.031537399976514	1	She lets you and you now own a golden egg.	You are satisfied with your stay on the beach, and decide to continue your journey elsewhere.
3	1	beach	You hear the sound of the ocean and soon find yourself on a beautiful beach. You decide to further explore this seemingly safe paradise....	1	beachentrance	You stumble upon a beautiful beachside area lush with life. You explore this area more closely.	4	killer_whale.jpg	You hear some freaky noises from the waters depths. It is a killer whale, but he offers a gift.	1	6.665771399973892	1	It is a really nice seaweed hat. You look great.	You are satisfied with your stay on the beach, and decide to continue your journey elsewhere.
3	1	beach	You hear the sound of the ocean and soon find yourself on a beautiful beach. You decide to further explore this seemingly safe paradise....	1	beachentrance	You stumble upon a beautiful beachside area lush with life. You explore this area more closely.	5	pansy.jpg	You see a small flower. It is a pansy.	1	5.170774900005199	2	You feel like a bad person.	You are satisfied with your stay on the beach, and decide to continue your journey elsewhere.
